security,ARIMA_MSE_cumulative_return_test,ARIMA_MSE_cumulative_return_xval,ARIMA_MSE_price_test,ARIMA_MSE_price_xval,ARIMA_R2_cumulative_return_test,ARIMA_R2_cumulative_return_xval,ARIMA_R2_price_test,ARIMA_R2_price_xval,ARIMA_best_order_0,ARIMA_best_order_1,ARIMA_best_order_2,ARIMA_pred_cumulative_return_test,ARIMA_pred_cumulative_return_xval,cumulative_return_test,cumulative_return_xval
BAH,5.534272694590755e-05,4.8600933485151695e-05,0.01591335967044336,0.10198873511160572,-3.5051078981343027,-0.055444309946649506,-0.027897511888749005,-0.7185175515981974,0,1,0,-0.00037302812427741916,-0.0003107408261220357,0.008450676056338091,-0.008913648528487528
BAM,6.468718438221974e-05,7.400087810428477e-05,0.9237885815346242,0.26048795561434007,-0.20718093187502662,-0.04826383735398765,-11.110249707688423,-1.6924555933105658,0,0,0,2.1665336191745155e-11,3.6558756022486705e-11,0.00980646700238541,0.020259319286871857
BAP,0.0016224400114634063,0.000996004909213129,266.0348925676325,37.03055709807509,-4.854385893224182,-5.104149862135918,-37.80648468863613,-8.75468881012284,0,1,1,-0.03385938692667245,-0.02709800765205228,0.04062817294397347,0.031469239044576325
BAX,1.3925569356107504e-05,0.0013307816480201938,2.9511134409926973,2.713718882148593,-0.10932264355354393,-3.736101444035575,-74.2058868420814,-2.411085049461793,0,1,0,0.009619546848482985,0.008094151151864626,0.007869754963333975,0.046419865559478746
BBBY,0.00010785503728047306,0.0005070424725593517,3.188973952989184,0.6790619238459711,-0.35729335773135373,-0.5627298626462698,-27.265877617019967,-0.3509483635126631,2,0,1,-0.010219097320367299,0.0007957274827117278,-0.027070063694267565,-0.029725659813880645
BBD,0.0003457611907801579,0.004280382201712218,1.0019190532497724,0.4644176292796234,-0.5081014107816795,-4.7976187673418265,-43.859314335927486,-6.470402509047985,2,1,1,-0.014136581826055039,-0.019847739948331,0.01722391084093222,0.080396117635674
BBL,0.0002831281978176782,0.0002371686316495264,3.3398556967509827,0.7632434447851558,-0.271530492936364,-0.38215599316335114,-16.14253396398967,-3.5084475700158766,0,0,1,-1.1867424276612581e-07,-0.009331924711338146,0.029073732251521545,-0.028971665074816966
BBRY,0.000910837387206331,0.0009316974139640718,1.2943208964433297,0.22475416843033172,-7.1601574626427436,-21.34030819152709,-133.9398381398363,-62.810331731008326,0,1,1,0.07319354938217115,0.06586740253827306,0.011866235167206085,0.008705114254624613
BBT,7.944790192024179e-05,0.00019461411414592247,0.22996338899713714,0.9329742594575566,-1.0968427729431736,-8.528744748982703,-2.1571548558050964,-23.309592774395057,4,0,0,-0.016078521990528283,0.0177805356893197,-0.018595125389471723,-0.004123716667413735
BBVA,0.000782581833446303,0.0007232726208086805,0.043031633968210824,0.07875958172053424,-0.45655019978976896,-3.396097560975602,-0.18245292981288475,-5.91547546814445,0,2,2,0.006575483459560827,0.0,-0.019441069258809285,-0.021634615384615308
BBY,6.693074507069427e-05,0.0002829278726159675,0.43946434000003304,1.5817118726714388,-0.4326753942817967,-5.639158923085185,-2.5261850312445944,-12.848679838160711,3,1,2,0.014280564699320264,0.024539901326413593,0.006195527349640795,-0.005022252269654359
BC,0.001254195284478359,0.0014275988468533628,5.039861871525021,6.632589077863827,-3.1234067025594543,-0.9332528830811055,-4.264825135487731,-1.5268626764684887,1,1,1,-0.0031602091379699937,-0.0036837782756712345,0.042067755510436955,-0.058872828897564955
BCE,6.391769329790025e-05,0.00013204210201841652,1.3988008739943036,0.3040521968326369,-0.8596600576346431,-0.6591833024334901,-19.052974123857126,-0.8487204318122539,0,1,0,0.01050179961539488,0.008844381684027125,-0.005549389690330475,-0.003959524944116222
BCH,6.335455568562786e-05,0.00018510983292661224,4.17559856126944,2.9038481493565445,-0.035064831687599884,-2.939962658490416,-11.593685326507925,-10.114968413233061,0,1,0,0.001546588645267688,0.0012908203350199265,0.007336970308069901,-0.0034866836529435785
BCR,0.030092056916428245,0.014899855634710794,23256.040991855953,2029.2556626351786,-3193.90534484705,-490.13435892388344,-26266.935791492207,-726.3658487815444,0,2,1,0.29604230771410966,0.22257613755077243,0.003946612791631887,0.011541051910492817
BCS,0.00010568770411853523,0.0008918072266334365,0.13114002435241387,0.08327134666599974,-0.004061297558027421,-0.25158242163942623,-9.68128522817196,0.0928223695034085,0,1,0,-0.00570256684588033,-0.004725193317974163,-0.0185185185185186,-0.04933920704845818
BDX,8.033549269682104e-05,0.0021700372218253073,3.8079484378661133,46.47481491257321,0.350872613743636,-6.261008075795503,0.08880445246330071,-3.849552935626745,0,0,3,-0.004178504724762888,-0.024628356059043677,0.005986101599534832,0.034679129710426526
BEN,0.0001553639095834372,0.00011081983338789905,2.491117257312768,1.1176147222635304,-0.6192761181195534,-0.6716228921171505,-13.219985519086459,-8.538662787349983,0,0,3,4.941540513070386e-05,0.00495573392834725,0.013807629300257585,0.01451001392697382
BERY,0.0005081393406303986,4.189839555627812e-05,28.362033239837533,0.13889424935931938,-1.998165601142913,-0.6728894228829261,-55.422834638005426,-1.2325337882214988,0,1,0,0.010805328865306052,0.009102799496834235,0.03635695990372678,0.006420545746388395
BG,0.0005723229202850663,0.0018433088622240416,325.57431706832216,12.781013444512586,-1.5566866119264557,-7.767261579138854,-322.60742112392734,-8.839795552909813,0,2,2,0.08956339409871483,0.050072316801247796,0.04639022902162537,-0.03880400862096711
BHI,0.00019012728664711658,6.216489866023822e-05,1.0535658791969291,2.79799973904155,-0.07447989076558681,-8.80802879861662,-0.7174335243139687,-125.30642531765962,0,0,4,-0.0013873004710930337,0.015408201177555592,0.007642697010869615,0.004722517825013428
BHP,0.000262245663815268,0.0003115942339249807,4.903978407584084,1.0836349955619886,-0.33592834177544684,-1.1654799265331799,-20.38352408390297,-4.702665865752912,1,0,1,-1.1866126591209003e-05,-0.004847274892362807,0.029256875365710977,-0.026417143643368335
BIDU,0.0002831184912486643,0.0013701374127999368,35.262806716933746,23.986186664841814,0.3217963906180008,-2.2912964653313423,-1.6841175801200587,-0.6478865185086093,0,1,0,0.018549503214868146,0.01575007554227703,0.05186027232898338,-0.04465482526726494
BIIB,0.005627257018677203,0.004012257085221178,1519.8542897558327,130.81375039475373,-12.683925997600856,-8.715328487579708,-49.1908217012419,-2.8484980170829552,0,2,1,0.06192300905493919,0.03640578913065262,-0.06342125571682944,-0.054202022332495714
BIO,0.0018735125854354797,7.275415291895197e-05,343.06783198992633,13.590363858155323,-23.017534865166663,0.5302787407232277,-89.88358153848057,-0.9314505496111494,0,2,1,0.08032800656094308,0.05278103004260237,0.005273220388639421,0.03500050218166684
BIP,0.00023220732373663218,5.145965586008728e-05,0.8086059644979541,0.11308729000257893,-1.2757736571277891,-1.730810934797359,-4.173071402807107,-2.823046954766524,0,0,3,-0.0005713113959431304,-0.013505084529535138,0.00792033745325349,-0.006814765442068826
BIVV,0.0005544084063648923,0.00020570218892246103,28.1686519413254,1.149602084627838,-6.019449512175423,-1.225343473407317,-112.80819179748623,-2.7252088131143535,1,1,0,0.03077823188977047,0.028744244285262788,-0.01679169346195053,-0.005192090778679326
BK,3.445615227695653e-05,2.475567827809198e-06,0.35850903137897955,0.058737327088724985,-0.016753705409490838,-0.1297409672461809,-3.7086061592210573,-11.113910428266516,0,0,0,-5.0029869136380967e-11,2.4667379250331578e-11,-0.009915653590056861,0.0017015320952979973
BKFS,0.001448128698007569,0.0002033186611248673,2.6182447048188817,1.4302677016412366,-0.5041095743337609,-0.5610136036061903,-0.662055324992394,-5.678287053414913,3,1,0,0.01602404314543615,0.019215166241866255,-0.03831888656813631,0.0308261413274018
BLK,2.4522837661967324e-05,6.68798431759371e-05,1.6360219763174448,27.436078698871796,-1.7714163488556722,-0.3130013579718347,-0.2519932788623451,-2.574401038495683,0,0,0,2.220446049250313e-16,-1.1102230246251565e-16,-0.003695162420941256,-0.009505659550706258
BLL,0.0005095932182033471,0.00012255021521451472,7.009631671867838,0.6184767216359778,-0.6222846652368197,0.11115298564867948,-2.84114517221609,0.20549995161326917,0,2,1,0.07224106718278711,0.04217454151131084,0.04959326883241588,0.022092148284430957
BMA,0.0001214959655049513,0.00032494250593536033,6.232828844656434,2.8769626534881656,-0.021596888840297757,-0.034361278607196954,-5.677802064653913,-0.2324958106838091,4,0,2,-0.005035833267042045,0.0009600173503152565,0.02156004161011582,0.035730882914067896
BMO,7.09478606720583e-05,0.0009867456802577718,3.427600089351229,2.0640712203320017,-0.3156518738418679,-2.183860067827133,-12.034900507839582,-0.22829480978836414,0,1,1,-0.00813545274415528,-0.006241385856560422,-0.01159967029644371,-0.05058972620535718
BMRN,0.0030097905317006965,0.00022843161430905224,22.53064924851941,3.2153162198713385,-2.045100062979005,-1.0369333142674821,-1.4759910600862445,-2.231727109661237,0,1,0,0.015469868128441977,0.013094121105935663,-0.06920270148627528,0.01847327702572943
BMY,0.0014682656079282668,0.00020003015284816126,9.958943965801835,0.7160260216579922,-382.8583611065546,0.44839078760375073,-857.8300613368004,0.3213544879845843,0,2,1,0.06831892788191252,0.03516188242941998,0.0014529240564307155,0.037263664020460885
BNS,0.00028070147368747163,0.0008838427732110348,0.5689546237657667,1.0176950425705147,-2.2602845430893646,-2.198964560045508,-1.1742648392003776,-0.10292674604577279,0,1,1,-0.01132800805031886,-0.008762624824139476,0.0041719571164164915,-0.04464443598123502
BOKF,0.00029740117420597363,0.0019020702901348739,7.27202929661186,15.65291471488119,-6.085761658361852,-3.2893266184317183,-23.529988745675443,-4.5340530033043915,0,1,0,0.012259307810544406,0.010342886422369801,-0.019072460213685805,0.0402291187512549
BP,0.0003193573825662238,6.938468584397043e-05,0.4013625224280994,0.03672550445310028,-0.6095334208694756,-1.681845717468763,-0.7394843771599549,-0.22278484313797509,0,1,0,0.005097732451670556,0.004269877028040714,0.03251495548543737,0.0025966409494375675
BPL,0.00015983020661631146,0.00016327203359298888,4.4519235245309625,0.622406287237537,-0.7195650250289252,-2.822983595413523,-9.930206198329012,-2.1189122114940653,0,1,0,0.006774600596513913,0.005684007230221333,0.0024595153498061517,-0.019385401942573544
BPY,0.0008740722682775896,0.0002578703399559547,2.945716907481691,0.5312946137988943,-6.956984967500343,-6.896013910461461,-53.50911360524096,-30.851144823870523,0,1,0,0.012311522895107396,0.010387488318595928,-0.03877366997294862,-0.0137167699115045
BR,0.0006551738779218242,0.00034805737803542326,26.176343318854475,1.543890369975437,-2.5452566832308587,-64.93803703326219,-28.43449996000987,-59.1709486804293,1,2,3,0.042006591333970666,0.03667250826731627,0.02061409742190734,0.003442312056191721
BRCD,1.5731881009477027e-05,3.791315864634875e-06,0.003142778706547049,0.00032827941524947245,-0.6594005449591458,-0.8620689655171969,-1.0980402809374032,-0.018798185256964528,0,0,3,0.0,0.0,0.004773269689737569,-0.0007949125596183881
BRFS,0.0007169497000650341,0.00048091665173629505,0.1314141143630751,0.3552335365500523,0.24411785542052133,0.13257389685600784,0.21201062143093719,-3.0680771458842973,0,1,0,0.018633539661028875,0.015822784329016626,0.05580693815987936,0.0509960159362548
BRO,3.061685917518842e-05,3.73625280134496e-05,0.23757360531684177,0.0759747927472653,-0.4372525018427178,-0.35195960104174473,-5.120967218035257,-0.4906933539499756,0,1,0,0.0040794773731058775,0.003413489824918292,-0.0024598336652220665,-0.005803160949718444
BRX,0.0006242340348905281,0.0034691556299015964,4.158421714670072,0.9302836262641888,-2.704591121791756,-8.102006504800002,-63.37185032080852,-4.4927207794905755,1,0,1,0.0004653787806820908,0.019834990859028512,-0.03830439223697646,-0.04316888045540779
BSAC,0.0002231402879427224,0.0001738262089272753,0.04283012691379371,0.0700922697140834,-2.1430135882601733,-0.42626133486925344,-0.029267092295695463,0.013902849883672963,0,0,1,2.735212393689679e-06,-0.0007200194959868789,-0.018174267582580228,0.006211138716356146
BSBR,0.0012378581992559957,0.0024505694678026136,0.7902929585546727,0.2873918139192403,-2.879010058660068,-3.0559789393076855,-33.132087401792056,-5.989823969821345,0,1,0,-0.03041823816495226,-0.024600235379960145,0.023714486968772208,0.0699637849157353
BSMX,0.00044369580778747805,0.0007127233159780291,0.019391242135476803,0.014584157269172672,-2.1566628799009107,-1.3006836101466575,-0.7107865765904962,0.47836099186267766,1,0,0,-0.0004954502786478354,-0.02165237905340256,0.007795100222717233,-0.049473684210526336
BSX,7.271100386192395e-05,0.0002485969773487829,0.15852745795959897,0.2754926713979583,-15.854542523502744,-1.0217751661352699,-51.48578260139862,-2.3816603006358323,0,1,0,0.011070560237616656,0.009328741376499083,-0.003401285086972128,0.03302253302253311
BT,0.0006267644869632242,4.6587276582676764e-05,0.2141759154605896,0.007689631695210693,-1.3398527110835654,0.0707556431042079,-1.0707594970389205,0.6259599611174906,5,0,1,0.008794012201401413,-0.01641708706170586,-0.007633587786259444,-0.020246913580246884
BUD,0.0027000700472530094,8.571896938655837e-05,160.23860836093553,26.973465198875317,-5.67129218653504,-0.661318136803078,-29.984021846982383,-40.83385701055104,0,1,2,0.0,0.0,0.05175157420601928,0.0043182645036417
BURL,0.0002848563842109282,7.69036210030614e-05,3.7754788597498505,0.6201107275845278,-0.3612791178760022,0.10017661415448553,-0.8122006317786186,0.24002078664422322,0,1,1,0.00901807119422915,0.00785342606945183,0.03166970366475952,0.027018718933770502
BWA,0.004584108847964534,0.0012677622236998277,49.919119998000255,2.298685312820063,-61.15247629338769,-2.591675798742609,-401.6268400978285,-2.9045175189729227,0,2,1,0.1454438537764955,0.08520761012239308,0.02024395121951228,0.0009794564152789675
BX,0.0006653302357239892,0.00035744806756103127,0.1507839082376801,0.889170241127574,-8.189104837922471,-2.070151582477915,-1.196703975042678,-7.468462628939367,0,1,0,0.008781914930842127,0.007383100272701171,-0.025657712710045022,0.023956520042309082
BXP,0.001142375742273081,0.0009422797435340737,16.836752122631577,7.455457265851664,-16.78921968002805,-1.2847489894783388,-15.83630045613861,-0.007204837168462985,3,2,0,-0.08159530504106682,-0.04121558380191637,-0.028447816103471357,-0.053071582794121164
C,8.668953515958032e-05,3.62302037608636e-05,11.235797374121253,3.849101996406208,-9.827910944434935,-0.25776155257319067,-385.73363423264175,-36.05656735789831,0,1,1,-0.010590614523780184,-0.0077678830049237035,0.007636105324166476,-0.005657096805769757
CA,0.00017758492784761298,9.885009773095043e-05,0.4027692020843558,0.5603729782859205,-0.7361158530798433,-9.251940377149793,-2.6779196548865625,-53.68535136817411,0,0,2,-1.012481857565195e-05,-0.006970667371617001,-0.020782395452860758,0.0003068405096222637
CAG,6.017316239497727e-05,0.0003217845554178637,9.983714258741726,3.948412923626931,-2.622906701004614,-1.8946138336886458,-420.58245742596966,-22.196809838904734,0,1,1,0.003647226315648844,0.0032864905716518678,-0.0071503181753344025,-0.030155914635527137
CAH,0.0006459555869893149,0.0006580965618113313,26.91672786134662,4.774771979548571,-39.037125601670674,-26.437060686235014,-316.0497249680548,-37.01924341973646,0,1,0,-0.044864752387706486,-0.035781944908775065,0.003308491820947168,0.008706426082000895
CAJ,0.00013672438318490025,0.0009599731716420815,5.127186277205837,2.526034949085172,-2.5675318241125344,-1.8906539664763415,-119.35656609611972,-6.363506042508529,0,0,3,-2.3870544984871955e-05,-0.0013975700305071115,0.007198620275944645,0.037647760972238986
CAT,0.0005860648382852569,0.000688609489068754,1.4536488855522884,29.77708048145823,-7.746558581330731,-4.235117810205604,-1.1041501922151231,-19.761953309052622,0,1,0,0.015636585607030185,0.013237476959399475,-0.005416614088865401,-0.027868186705002573
CB,1.922313619074004e-05,4.4711803837081905e-05,0.5515140596845973,0.9237360005206177,-0.017262925456605904,-0.39224733091834607,-0.542343972609199,-0.5298205653694681,0,0,0,-1.183941833460267e-11,-1.5589751711786448e-12,-0.002544278897125274,-0.0006563302456361608
CBG,0.00027669632942289423,0.003154140709216396,6.1089767526493395,4.262291244395057,-0.17259211787852258,-5.452956573308469,-19.290330461920036,-6.41195179077807,2,0,0,0.001094179747068491,-0.01841365467890288,-0.02239649993290882,0.04810501597973804
CBOE,7.795629606517826e-05,0.0005592324270011559,5.777658519007999,2.9441714923510793,0.41485196425569637,-8.294484573893428,-5.290662125734252,-5.908512907059271,0,1,1,0.017164322471656224,0.014552006394172867,0.016018330916756973,-0.014020923763264137
CBS,0.0001271036576031633,0.00014558045590180063,6.589997242730698,0.34819945573200456,0.2092216476773454,-3.2961838097853153,-9.180798332145109,-1.329919167465373,2,1,1,-0.006368183007358086,0.0032115691888656706,-0.01118813443410227,-0.01129347921737811
CBSH,4.9637083292509106e-05,2.8435657567869247e-05,0.7705884079418633,0.1335172301330039,-0.1568066789753313,0.6531497914579216,-4.7781293714418736,0.4793733923805821,0,0,3,-0.0004644024321337481,-0.007920029023530506,-0.011838565022421421,-0.010727659574468085
CC,0.0007505853733079796,0.002533361996742816,20.567731028389556,6.2638119375044825,-0.024836998265876042,-49.21713401755048,-17.435036535319583,-76.99154917572798,2,0,2,0.0740093061673357,-0.08094709938530131,0.07302080638024111,-0.0007519548495260597
CCE,0.0029357223087307844,3.9546442747744456e-05,4.612903863623708,0.40179238326565136,-5.279373426126192,-0.01482961872935662,-5.9458194412011105,-5.912941679104296,1,0,0,-0.0008027121359727163,-0.008478928966688781,0.06128949486042701,-0.013723433809514018
CCI,0.00011897862893208272,1.958056031130371e-05,0.7166857544185493,0.11433426932873357,-2.3151420104014218,-1.8914485448739375,-1.256626381477529,-0.8998520729007304,0,1,1,-0.0008518388336716809,-0.0007053077723379042,0.0037206123099819965,0.0008486369210343181
CCK,7.860987135192356e-05,7.050560678842475e-06,0.7595781870570357,0.01569656424060581,-1.9957663020061087,0.37582398625067237,-8.247048447971133,0.5556207945632006,2,2,2,0.02537674263013434,0.006559810810763178,0.009830187491864484,0.008226091138272329
CCL,7.06874565529225e-05,0.0004808748451349167,5.048119375022114,2.6008695601436913,-0.5375488704599192,-0.7563561718290188,-26.98418771205886,-1.636103339536993,0,1,2,0.005847997951386352,0.009635383500786077,-0.010376708339347118,0.044477795177041424
CDK,6.837609261479968e-05,0.0001240829015680415,6.457947811875084,0.538602078724857,-0.007985782048772538,0.12565826991616447,-23.678660623422775,0.10968448661418762,0,0,1,-5.0550030827878345e-09,-0.012593253629071932,0.0064401383603260864,-0.03568696529810145
CDNS,0.0037240860589863234,0.0007434272065153605,37.979786207169745,7.852045364828329,-337.350825706358,-3.602503431045573,-3214.231994251918,-46.680481600614016,0,2,1,0.11216682037608927,0.07291679810028251,0.007020879549504588,0.026933949264015267
CDW,0.00011583379069699712,3.3625681108099416e-05,3.0718813631857826,2.652099800222597,-1.2526696160382427,-0.35548477614722596,-16.27873858338642,-29.371391573852176,0,0,2,-9.566557051865487e-06,-0.005903117278245329,0.018877568348257823,-0.004887931741515805
